transaction_amount,hours_since_last_txn,fraud_probability,risk_score,risk_category,actual_fraud
1723.69,44.09,0.0,0.0,Low Risk,0
3675.13,8.47,0.0,0.0,Low Risk,0
2866.17,4.68,0.0,0.0,Low Risk,0
1681.38,4.91,0.0,0.0,Low Risk,0
3057.52,25.51,0.0,0.0,Low Risk,0
3026.54,8.1,0.0,0.0,Low Risk,0
3047.47,9.28,0.0,0.0,Low Risk,0
3442.91,20.16,0.0,0.0,Low Risk,0
3128.88,11.99,0.0,0.0,Low Risk,0
925.45,21.58,0.0,0.0,Low Risk,0
2532.8,3.16,0.0,0.0,Low Risk,0
2513.03,0.49,0.0,0.0,Low Risk,0
3345.87,9.23,0.0,0.0,Low Risk,0
1147.61,1.54,0.0,0.0,Low Risk,0
3024.16,3.69,0.0,0.0,Low Risk,0
616.53,2.16,0.0,0.0,Low Risk,0
1149.42,48.39,0.0,0.0,Low Risk,0
1505.64,9.93,0.0,0.0,Low Risk,0
2422.67,23.59,0.0,0.0,Low Risk,0
2016.09,5.04,0.0,0.0,Low Risk,0
2910.6,15.41,0.0,0.0,Low Risk,0
2864.88,16.26,0.0,0.0,Low Risk,0
2209.42,0.44,0.0025700934579439253,0.26,Low Risk,0
111.53,11.14,0.0,0.0,Low Risk,0
1970.62,0.03,0.0,0.0,Low Risk,0
4038.11,8.84,0.0,0.0,Low Risk,0
1357.53,9.31,0.0,0.0,Low Risk,0
2524.09,1.55,0.0,0.0,Low Risk,0
4781.32,2.65,0.0,0.0,Low Risk,0
1593.06,17.98,0.0,0.0,Low Risk,0
3454.99,4.35,0.0,0.0,Low Risk,0
1796.48,14.77,0.0,0.0,Low Risk,0
3152.82,9.34,0.0,0.0,Low Risk,0
5341.86,1.48,0.0,0.0,Low Risk,0
2297.8,21.87,0.0,0.0,Low Risk,0
3112.57,7.63,0.0,0.0,Low Risk,0
738.07,5.65,0.0,0.0,Low Risk,0
4387.52,11.62,0.0,0.0,Low Risk,0
3336.44,25.83,0.0,0.0,Low Risk,0
2354.92,3.12,0.0,0.0,Low Risk,0
937.76,0.5,0.0,0.0,Low Risk,0
3186.82,9.17,0.0,0.0,Low Risk,0
2938.77,8.79,0.0,0.0,Low Risk,0
3291.19,0.96,0.0,0.0,Low Risk,0
1427.42,7.51,0.0,0.0,Low Risk,0
1195.95,10.9,0.0,0.0,Low Risk,0
2067.37,29.06,0.0,0.0,Low Risk,0
3990.84,0.23,0.0,0.0,Low Risk,0
27489.95,0.44,0.9992367601246106,99.92,High Risk,1
3096.96,1.48,0.0,0.0,Low Risk,0
2961.71,7.41,0.0,0.0,Low Risk,0
6078.64,10.48,0.0,0.0,Low Risk,0
3225.81,2.05,0.0,0.0,Low Risk,0
3982.09,17.76,0.0,0.0,Low Risk,0
3714.56,1.85,0.0,0.0,Low Risk,0
4532.25,5.75,0.0,0.0,Low Risk,0
4184.92,0.74,0.0025,0.25,Low Risk,0
2210.9,0.69,0.0,0.0,Low Risk,0
3115.77,2.5,0.0,0.0,Low Risk,0
5305.22,2.4,0.0,0.0,Low Risk,0
1609.04,23.09,0.0,0.0,Low Risk,0
4017.83,23.85,0.0,0.0,Low Risk,0
1603.29,9.17,0.0,0.0,Low Risk,0
1187.47,8.72,0.0,0.0,Low Risk,0
3778.71,11.9,0.0,0.0,Low Risk,0
4765.45,22.47,0.0,0.0,Low Risk,0
29340.41,1.36,0.9996467991169978,99.96,High Risk,1
2549.68,4.02,0.0,0.0,Low Risk,0
1875.89,1.1,0.002702702702702703,0.27,Low Risk,0
4831.17,11.87,0.0,0.0,Low Risk,0
1250.75,6.21,0.0,0.0,Low Risk,0
1718.16,17.69,0.0,0.0,Low Risk,0
2275.78,8.55,0.0,0.0,Low Risk,0
2730.89,1.03,0.0,0.0,Low Risk,0
4898.65,0.94,0.0,0.0,Low Risk,0
1990.55,5.14,0.0,0.0,Low Risk,0
2314.55,6.64,0.0,0.0,Low Risk,0
2637.25,53.49,0.0,0.0,Low Risk,0
4463.85,8.65,0.0,0.0,Low Risk,0
1053.76,12.37,0.0,0.0,Low Risk,0
2086.29,7.65,0.0,0.0,Low Risk,0
2382.96,9.36,0.0,0.0,Low Risk,0
789.21,3.46,0.0,0.0,Low Risk,0
3851.86,5.1,0.0,0.0,Low Risk,0
3982.46,29.69,0.0,0.0,Low Risk,0
3088.73,6.73,0.0,0.0,Low Risk,0
2238.31,40.4,0.0,0.0,Low Risk,0
50.0,0.95,0.0,0.0,Low Risk,0
1471.36,1.88,0.0,0.0,Low Risk,0
3949.55,15.4,0.0,0.0,Low Risk,0
1770.75,3.67,0.0,0.0,Low Risk,0
760.04,7.57,0.0,0.0,Low Risk,0
3233.13,1.52,0.0,0.0,Low Risk,0
2523.6,17.52,0.0,0.0,Low Risk,0
705.51,14.82,0.0,0.0,Low Risk,0
3653.89,5.09,0.0,0.0,Low Risk,0
2147.7,0.45,0.0027272727272727275,0.27,Low Risk,0
3839.36,7.73,0.0,0.0,Low Risk,0
4273.26,13.95,0.0,0.0,Low Risk,0
19311.68,0.22,1.0,100.0,High Risk,1
1544.28,2.15,0.0,0.0,Low Risk,0
3441.26,10.77,0.0,0.0,Low Risk,0
50.0,5.95,0.0,0.0,Low Risk,0
76.98,1.64,0.0,0.0,Low Risk,0
2213.38,22.48,0.0,0.0,Low Risk,0
1960.12,6.79,0.0,0.0,Low Risk,0
2680.61,0.19,0.0,0.0,Low Risk,0
50.0,15.46,0.0,0.0,Low Risk,0
932.39,12.24,0.0,0.0,Low Risk,0
984.51,22.78,0.0,0.0,Low Risk,0
2574.8,4.75,0.0,0.0,Low Risk,0
2735.93,2.49,0.0,0.0,Low Risk,0
1829.36,1.58,0.0,0.0,Low Risk,0
2244.8,6.55,0.0,0.0,Low Risk,0
2371.71,5.78,0.0,0.0,Low Risk,0
756.5,0.11,0.008028678437032385,0.8,Low Risk,0
5551.34,1.71,0.0,0.0,Low Risk,0
553.4,7.07,0.0,0.0,Low Risk,0
40803.09,1.49,0.9968201257861636,99.68,High Risk,1
3816.93,0.65,0.0,0.0,Low Risk,0
2529.95,16.92,0.0,0.0,Low Risk,0
2119.99,6.64,0.0,0.0,Low Risk,0
450.32,7.44,0.0,0.0,Low Risk,0
2721.8,9.56,0.0,0.0,Low Risk,0
3317.94,8.91,0.0,0.0,Low Risk,0
1659.14,1.25,0.0,0.0,Low Risk,0
1701.4,1.9,0.0,0.0,Low Risk,0
1364.43,11.3,0.0,0.0,Low Risk,0
1202.73,25.82,0.0,0.0,Low Risk,0
2507.82,37.66,0.0,0.0,Low Risk,0
11030.49,1.32,1.0,100.0,High Risk,1
2603.05,5.64,0.0,0.0,Low Risk,0
1921.55,20.9,0.0,0.0,Low Risk,0
50.0,15.24,0.0,0.0,Low Risk,0
1866.53,16.88,0.0,0.0,Low Risk,0
2320.74,12.88,0.0,0.0,Low Risk,0
2617.14,6.64,0.0,0.0,Low Risk,0
1934.74,11.18,0.0,0.0,Low Risk,0
3070.08,6.78,0.0,0.0,Low Risk,0
3089.62,13.66,0.0,0.0,Low Risk,0
1258.88,1.43,0.0,0.0,Low Risk,0
27891.76,0.23,1.0,100.0,High Risk,1
1574.41,55.6,0.0,0.0,Low Risk,0
922.28,0.62,0.0,0.0,Low Risk,0
2972.02,10.9,0.0,0.0,Low Risk,0
4289.91,1.49,0.003486792452830188,0.35,Low Risk,0
2788.25,10.54,0.0,0.0,Low Risk,0
1743.25,12.85,0.0,0.0,Low Risk,0
1234.94,22.26,0.0,0.0,Low Risk,0
3030.38,3.36,0.0,0.0,Low Risk,0
1433.68,0.72,0.0,0.0,Low Risk,0
4026.13,6.82,0.0,0.0,Low Risk,0
4070.52,3.12,0.0,0.0,Low Risk,0
963.3,10.62,0.0,0.0,Low Risk,0
3339.24,40.39,0.0,0.0,Low Risk,0
1998.51,44.57,0.0,0.0,Low Risk,0
3434.66,5.58,0.0,0.0,Low Risk,0
3480.82,29.18,0.0,0.0,Low Risk,0
2600.71,1.78,0.0,0.0,Low Risk,0
2869.96,3.28,0.0,0.0,Low Risk,0
1573.98,4.17,0.0,0.0,Low Risk,0
4376.77,1.16,0.0,0.0,Low Risk,0
4581.28,6.91,0.0,0.0,Low Risk,0
2844.51,6.17,0.0,0.0,Low Risk,0
2685.97,1.21,0.0027522935779816515,0.28,Low Risk,0
1843.5,1.36,0.002980132450331126,0.3,Low Risk,0
2371.19,8.62,0.0,0.0,Low Risk,0
3074.27,15.49,0.0,0.0,Low Risk,0
505.69,17.53,0.0,0.0,Low Risk,0
2930.18,2.65,0.0,0.0,Low Risk,0
3154.82,15.81,0.0,0.0,Low Risk,0
20015.36,0.58,1.0,100.0,High Risk,1
2464.2,10.25,0.0,0.0,Low Risk,0
43430.65,0.35,1.0,100.0,High Risk,1
1291.19,2.24,0.0,0.0,Low Risk,0
537.53,2.26,0.0,0.0,Low Risk,0
2342.67,2.04,0.0,0.0,Low Risk,0
2588.03,10.02,0.0,0.0,Low Risk,0
3402.2,18.15,0.0,0.0,Low Risk,0
1419.65,7.6,0.0,0.0,Low Risk,0
3678.47,16.19,0.0,0.0,Low Risk,0
1976.77,3.08,0.0,0.0,Low Risk,0
27789.28,1.2,0.9994444444444446,99.94,High Risk,1
1884.63,37.67,0.0,0.0,Low Risk,0
4225.87,10.88,0.0,0.0,Low Risk,0
3687.87,0.27,0.002890173410404624,0.29,Low Risk,0
1945.18,16.01,0.0,0.0,Low Risk,0
1244.2,7.38,0.0,0.0,Low Risk,0
1630.6,1.09,0.0023465703971119133,0.23,Low Risk,0
4384.78,0.49,0.0,0.0,Low Risk,0
2146.91,2.85,0.0,0.0,Low Risk,0
3784.53,3.28,0.0,0.0,Low Risk,0
3999.14,3.64,0.0,0.0,Low Risk,0
1622.49,40.29,0.0,0.0,Low Risk,0
1045.23,4.24,0.0,0.0,Low Risk,0
378.38,1.18,0.0028455284552845526,0.28,Low Risk,0
3239.36,0.94,0.0,0.0,Low Risk,0
5451.15,9.3,0.0,0.0,Low Risk,0
3791.57,9.39,0.0,0.0,Low Risk,0
4237.24,1.71,0.0,0.0,Low Risk,0
993.98,3.27,0.0,0.0,Low Risk,0
1732.11,3.65,0.0,0.0,Low Risk,0
3950.77,0.83,0.00202020202020202,0.2,Low Risk,0
4206.57,0.33,0.0,0.0,Low Risk,0
2303.71,4.2,0.0,0.0,Low Risk,0
5172.54,2.26,0.0,0.0,Low Risk,0
3011.52,5.99,0.0,0.0,Low Risk,0
3590.64,1.22,0.0025943396226415093,0.26,Low Risk,0
1893.66,23.03,0.0,0.0,Low Risk,0
2514.26,2.11,0.0,0.0,Low Risk,0
1950.63,2.89,0.0,0.0,Low Risk,0
1848.88,2.7,0.0,0.0,Low Risk,0
50.0,11.93,0.0,0.0,Low Risk,0
2883.25,57.82,0.0,0.0,Low Risk,0
3586.2,2.82,0.0,0.0,Low Risk,0
5609.66,8.24,0.0,0.0,Low Risk,0
4076.07,2.12,0.0,0.0,Low Risk,0
3060.98,24.57,0.0,0.0,Low Risk,0
719.44,3.55,0.0,0.0,Low Risk,0
42900.16,0.92,1.0,100.0,High Risk,1
839.42,22.89,0.0,0.0,Low Risk,0
3503.25,6.01,0.0,0.0,Low Risk,0
3498.33,2.03,0.0,0.0,Low Risk,0
3986.57,2.54,0.0,0.0,Low Risk,0
3681.2,4.36,0.0,0.0,Low Risk,0
4820.65,1.47,0.0,0.0,Low Risk,0
1917.93,3.28,0.0,0.0,Low Risk,0
4286.64,14.68,0.0,0.0,Low Risk,0
4567.3,2.95,0.0,0.0,Low Risk,0
2371.19,21.46,0.0,0.0,Low Risk,0
2431.68,3.26,0.0,0.0,Low Risk,0
2486.36,16.85,0.0,0.0,Low Risk,0
3957.09,8.69,0.0,0.0,Low Risk,0
5130.1,8.71,0.0,0.0,Low Risk,0
1863.2,6.53,0.0,0.0,Low Risk,0
1933.32,3.62,0.0,0.0,Low Risk,0
2049.71,3.81,0.0,0.0,Low Risk,0
1641.64,1.12,0.005918389672902308,0.59,Low Risk,0
4247.54,0.95,0.0,0.0,Low Risk,0
3892.43,7.35,0.0,0.0,Low Risk,0
2610.87,2.39,0.0,0.0,Low Risk,0
2743.33,12.32,0.0,0.0,Low Risk,0
2559.28,9.0,0.0,0.0,Low Risk,0
2094.09,46.89,0.0,0.0,Low Risk,0
2527.87,6.81,0.0,0.0,Low Risk,0
2428.61,7.85,0.0,0.0,Low Risk,0
2727.25,17.13,0.0,0.0,Low Risk,0
3345.05,10.02,0.0,0.0,Low Risk,0
389.68,2.66,0.0,0.0,Low Risk,0
2834.07,1.25,0.0,0.0,Low Risk,0
1995.91,0.05,0.0,0.0,Low Risk,0
1845.68,1.79,0.0,0.0,Low Risk,0
2504.11,10.56,0.0,0.0,Low Risk,0
1019.24,5.71,0.0,0.0,Low Risk,0
845.04,0.92,0.0,0.0,Low Risk,0
50.0,16.12,0.0,0.0,Low Risk,0
50.0,1.94,0.0,0.0,Low Risk,0
5201.09,7.6,0.0,0.0,Low Risk,0
1391.13,36.1,0.0,0.0,Low Risk,0
2944.25,2.91,0.0,0.0,Low Risk,0
867.19,1.07,0.0016129032258064516,0.16,Low Risk,0
2368.27,8.69,0.0,0.0,Low Risk,0
4363.04,11.87,0.0,0.0,Low Risk,0
3077.5,3.73,0.0,0.0,Low Risk,0
2135.7,16.81,0.0,0.0,Low Risk,0
1983.71,7.99,0.0,0.0,Low Risk,0
12442.04,0.54,1.0,100.0,High Risk,1
2254.09,0.53,0.0,0.0,Low Risk,0
917.24,9.16,0.0,0.0,Low Risk,0
2933.17,4.79,0.0,0.0,Low Risk,0
1479.5,7.37,0.0,0.0,Low Risk,0
3821.52,32.45,0.0,0.0,Low Risk,0
50.0,0.66,0.0,0.0,Low Risk,0
50.0,19.67,0.0,0.0,Low Risk,0
4866.91,6.0,0.0,0.0,Low Risk,0
3774.59,14.81,0.0,0.0,Low Risk,0
2902.13,0.21,0.0,0.0,Low Risk,0
3104.57,3.69,0.0,0.0,Low Risk,0
5218.08,5.15,0.0,0.0,Low Risk,0
3572.67,0.78,0.0,0.0,Low Risk,0
2153.12,17.62,0.0,0.0,Low Risk,0
2633.74,6.76,0.0,0.0,Low Risk,0
2180.1,12.48,0.0,0.0,Low Risk,0
4445.01,25.98,0.0,0.0,Low Risk,0
2693.29,7.81,0.0,0.0,Low Risk,0
745.38,29.73,0.0,0.0,Low Risk,0
3384.12,8.05,0.0,0.0,Low Risk,0
2368.67,2.61,0.0,0.0,Low Risk,0
4198.97,13.19,0.0,0.0,Low Risk,0
721.16,26.1,0.0,0.0,Low Risk,0
3657.68,2.9,0.0,0.0,Low Risk,0
3142.32,8.16,0.0,0.0,Low Risk,0
2456.68,2.07,0.0,0.0,Low Risk,0
1027.71,3.06,0.0,0.0,Low Risk,0
44487.78,1.21,0.9994189602446485,99.94,High Risk,1
50.0,4.87,0.0,0.0,Low Risk,0
605.89,12.42,0.0,0.0,Low Risk,0
1152.12,6.4,0.0,0.0,Low Risk,0
2662.65,9.44,0.0,0.0,Low Risk,0
2878.82,13.12,0.0,0.0,Low Risk,0
2491.93,7.7,0.0,0.0,Low Risk,0
2132.99,0.26,0.0,0.0,Low Risk,0
520.02,5.32,0.0,0.0,Low Risk,0
1246.16,14.61,0.0,0.0,Low Risk,0
50.0,3.55,0.0,0.0,Low Risk,0
1268.09,1.94,0.0,0.0,Low Risk,0
1271.09,11.98,0.0,0.0,Low Risk,0
3937.48,2.07,0.0,0.0,Low Risk,0
605.8,11.08,0.0,0.0,Low Risk,0
4656.98,31.7,0.0,0.0,Low Risk,0
1611.24,9.85,0.0,0.0,Low Risk,0
50.0,10.15,0.0,0.0,Low Risk,0
1547.62,4.33,0.0,0.0,Low Risk,0
3281.33,6.54,0.0,0.0,Low Risk,0
2276.0,4.7,0.0,0.0,Low Risk,0
2828.08,11.48,0.0,0.0,Low Risk,0
3544.63,5.75,0.0,0.0,Low Risk,0
3713.68,13.63,0.0,0.0,Low Risk,0
1100.14,7.12,0.0,0.0,Low Risk,0
3168.43,8.63,0.0,0.0,Low Risk,0
3189.54,1.2,0.002777777777777778,0.28,Low Risk,0
1512.84,14.36,0.0,0.0,Low Risk,0
1011.89,0.16,0.0,0.0,Low Risk,0
2032.23,14.69,0.0,0.0,Low Risk,0
3553.04,8.08,0.0,0.0,Low Risk,0
1598.87,16.61,0.0,0.0,Low Risk,0
4792.76,6.83,0.0,0.0,Low Risk,0
1799.15,0.11,0.008028678437032385,0.8,Low Risk,0
4141.07,20.53,0.0,0.0,Low Risk,0
2307.72,7.39,0.0,0.0,Low Risk,0
707.82,7.54,0.0,0.0,Low Risk,0
2099.08,1.61,0.0,0.0,Low Risk,0
2204.68,3.94,0.0,0.0,Low Risk,0
3132.31,18.93,0.0,0.0,Low Risk,0
2911.91,28.28,0.0,0.0,Low Risk,0
165.36,3.21,0.0,0.0,Low Risk,0
2210.42,6.02,0.0,0.0,Low Risk,0
1031.65,8.88,0.0,0.0,Low Risk,0
2394.33,21.62,0.0,0.0,Low Risk,0
1708.59,0.39,0.0,0.0,Low Risk,0
1659.62,10.87,0.0,0.0,Low Risk,0
2446.78,6.64,0.0,0.0,Low Risk,0
3451.27,13.16,0.0,0.0,Low Risk,0
1227.69,5.06,0.0,0.0,Low Risk,0
2926.5,1.51,0.0,0.0,Low Risk,0
3242.83,1.21,0.0027522935779816515,0.28,Low Risk,0
3875.22,5.97,0.0,0.0,Low Risk,0
3273.64,11.8,0.0,0.0,Low Risk,0
169.11,2.17,0.0,0.0,Low Risk,0
3560.58,14.39,0.0,0.0,Low Risk,0
778.86,0.9,0.002875399361022364,0.29,Low Risk,0
2208.89,12.34,0.0,0.0,Low Risk,0
2793.61,0.54,0.0,0.0,Low Risk,0
982.67,3.84,0.0,0.0,Low Risk,0
2512.6,2.45,0.0,0.0,Low Risk,0
2789.71,6.02,0.0,0.0,Low Risk,0
1854.76,21.61,0.0,0.0,Low Risk,0
2867.03,12.08,0.0,0.0,Low Risk,0
2390.85,15.22,0.0,0.0,Low Risk,0
1457.9,15.21,0.0,0.0,Low Risk,0
2342.67,40.94,0.0,0.0,Low Risk,0
2879.4,13.04,0.0,0.0,Low Risk,0
3785.22,0.29,0.0,0.0,Low Risk,0
50.0,4.27,0.0,0.0,Low Risk,0
2015.73,26.99,0.0,0.0,Low Risk,0
606.37,6.62,0.0,0.0,Low Risk,0
2401.9,4.47,0.0,0.0,Low Risk,0
3918.74,0.96,0.0,0.0,Low Risk,0
2236.02,22.93,0.0,0.0,Low Risk,0
2021.07,13.83,0.0,0.0,Low Risk,0
1632.63,1.77,0.0,0.0,Low Risk,0
1867.32,14.83,0.0,0.0,Low Risk,0
3349.86,9.48,0.0,0.0,Low Risk,0
4103.9,8.64,0.0,0.0,Low Risk,0
3340.05,8.12,0.0,0.0,Low Risk,0
275.46,6.7,0.0,0.0,Low Risk,0
49919.57,0.36,1.0,100.0,High Risk,1
3232.75,17.9,0.0,0.0,Low Risk,0
2616.91,0.42,0.0,0.0,Low Risk,0
3288.96,18.79,0.0,0.0,Low Risk,0
2002.1,9.85,0.0,0.0,Low Risk,0
2368.45,18.35,0.0,0.0,Low Risk,0
3699.02,3.66,0.0,0.0,Low Risk,0
50.0,2.67,0.0,0.0,Low Risk,0
1247.45,17.98,0.0,0.0,Low Risk,0
2388.08,14.26,0.0,0.0,Low Risk,0
50.0,12.22,0.0,0.0,Low Risk,0
463.61,0.36,0.0,0.0,Low Risk,0
2819.0,6.08,0.0,0.0,Low Risk,0
2353.74,11.34,0.0,0.0,Low Risk,0
2521.84,4.22,0.0,0.0,Low Risk,0
724.51,26.82,0.0,0.0,Low Risk,0
1774.89,10.84,0.0,0.0,Low Risk,0
3566.02,8.86,0.0,0.0,Low Risk,0
3115.7,0.97,0.0,0.0,Low Risk,0
2478.22,11.16,0.0,0.0,Low Risk,0
50.0,5.86,0.0,0.0,Low Risk,0
3813.23,19.11,0.0,0.0,Low Risk,0
3657.52,1.16,0.0,0.0,Low Risk,0
5109.62,8.99,0.0,0.0,Low Risk,0
1855.07,8.46,0.0,0.0,Low Risk,0
4193.14,2.77,0.0,0.0,Low Risk,0
16447.73,0.35,1.0,100.0,High Risk,1
1470.47,3.52,0.0,0.0,Low Risk,0
3003.39,28.17,0.0,0.0,Low Risk,0
3230.48,2.35,0.0,0.0,Low Risk,0
1969.05,0.04,0.0,0.0,Low Risk,0
4282.88,5.91,0.0,0.0,Low Risk,0
4609.54,5.63,0.0,0.0,Low Risk,0
2424.38,18.37,0.0,0.0,Low Risk,0
2575.69,4.83,0.0,0.0,Low Risk,0
1925.03,13.55,0.0,0.0,Low Risk,0
3142.06,8.52,0.0,0.0,Low Risk,0
3182.79,7.47,0.0,0.0,Low Risk,0
3695.02,18.67,0.0,0.0,Low Risk,0
2799.84,1.9,0.0,0.0,Low Risk,0
1629.39,9.92,0.0,0.0,Low Risk,0
1450.72,7.88,0.0,0.0,Low Risk,0
787.58,9.88,0.0,0.0,Low Risk,0
1054.57,0.11,0.008028678437032385,0.8,Low Risk,0
1034.8,2.99,0.0,0.0,Low Risk,0
3453.19,7.66,0.0,0.0,Low Risk,0
2695.39,2.2,0.0,0.0,Low Risk,0
3737.39,11.32,0.0,0.0,Low Risk,0
3293.78,16.86,0.0,0.0,Low Risk,0
2241.39,19.93,0.0,0.0,Low Risk,0
1765.96,18.9,0.0,0.0,Low Risk,0
2186.14,8.23,0.0,0.0,Low Risk,0
2882.99,6.99,0.0,0.0,Low Risk,0
3036.77,17.95,0.0,0.0,Low Risk,0
50.0,7.09,0.0,0.0,Low Risk,0
4364.93,1.44,0.0,0.0,Low Risk,0
3205.52,3.39,0.0,0.0,Low Risk,0
3489.8,34.62,0.0,0.0,Low Risk,0
3307.77,1.58,0.0,0.0,Low Risk,0
2689.48,4.8,0.0,0.0,Low Risk,0
3312.79,3.77,0.0,0.0,Low Risk,0
3206.88,20.88,0.0,0.0,Low Risk,0
3355.46,2.05,0.0,0.0,Low Risk,0
2141.95,0.72,0.0,0.0,Low Risk,0
1909.8,1.96,0.0,0.0,Low Risk,0
2371.07,12.44,0.0,0.0,Low Risk,0
4747.82,2.05,0.0,0.0,Low Risk,0
2252.02,0.13,0.011961812076247769,1.2,Low Risk,0
2613.17,15.06,0.0,0.0,Low Risk,0
4295.46,30.52,0.0,0.0,Low Risk,0
1078.88,20.06,0.0,0.0,Low Risk,0
2095.26,8.6,0.0,0.0,Low Risk,0
2092.54,13.48,0.0,0.0,Low Risk,0
2416.36,33.94,0.0,0.0,Low Risk,0
1758.3,1.67,0.0,0.0,Low Risk,0
957.42,4.69,0.0,0.0,Low Risk,0
3333.93,32.41,0.0,0.0,Low Risk,0
2236.4,28.35,0.0,0.0,Low Risk,0
445.58,8.99,0.0,0.0,Low Risk,0
3354.25,11.28,0.0,0.0,Low Risk,0
2094.25,12.95,0.0,0.0,Low Risk,0
2166.14,2.41,0.0,0.0,Low Risk,0
3849.94,37.57,0.0,0.0,Low Risk,0
623.9,20.06,0.0,0.0,Low Risk,0
3428.82,2.35,0.0,0.0,Low Risk,0
1859.52,21.72,0.0,0.0,Low Risk,0
2941.04,1.92,0.0,0.0,Low Risk,0
37023.33,0.31,0.9999029126213592,99.99,High Risk,1
2476.01,5.95,0.0,0.0,Low Risk,0
1534.75,18.89,0.0,0.0,Low Risk,0
2304.75,6.14,0.0,0.0,Low Risk,0
3214.99,16.57,0.0,0.0,Low Risk,0
2400.0,2.7,0.0,0.0,Low Risk,0
3305.72,5.89,0.0,0.0,Low Risk,0
2975.11,1.71,0.0,0.0,Low Risk,0
430.73,0.25,0.0,0.0,Low Risk,0
1555.38,11.22,0.0,0.0,Low Risk,0
1934.07,8.92,0.0,0.0,Low Risk,0
2237.7,6.84,0.0,0.0,Low Risk,0
259.39,0.41,0.0,0.0,Low Risk,0
636.7,11.01,0.0,0.0,Low Risk,0
2557.84,8.14,0.0,0.0,Low Risk,0
4332.87,0.11,0.014525987712119439,1.45,Low Risk,0
2109.6,29.82,0.0,0.0,Low Risk,0
3058.15,10.14,0.0,0.0,Low Risk,0
2577.77,0.17,0.0,0.0,Low Risk,0
50.0,5.48,0.0,0.0,Low Risk,0
1824.29,2.03,0.0,0.0,Low Risk,0
3046.27,13.34,0.0,0.0,Low Risk,0
2488.81,5.49,0.0,0.0,Low Risk,0
2419.44,1.18,0.0028455284552845526,0.28,Low Risk,0
4469.39,2.65,0.0,0.0,Low Risk,0
1753.85,7.15,0.0,0.0,Low Risk,0
3172.03,8.92,0.0,0.0,Low Risk,0
1177.98,7.9,0.0,0.0,Low Risk,0
3448.5,28.59,0.0,0.0,Low Risk,0
4582.17,1.7,0.0,0.0,Low Risk,0
4139.16,4.23,0.0,0.0,Low Risk,0
1444.4,8.3,0.0,0.0,Low Risk,0
1456.01,14.25,0.0,0.0,Low Risk,0
1602.19,1.29,0.0,0.0,Low Risk,0
3108.36,2.22,0.0,0.0,Low Risk,0
2378.75,4.49,0.0,0.0,Low Risk,0
2115.23,32.66,0.0,0.0,Low Risk,0
307.38,8.98,0.0,0.0,Low Risk,0
408.72,6.0,0.0,0.0,Low Risk,0
1960.44,9.31,0.0,0.0,Low Risk,0
3597.02,8.39,0.0,0.0,Low Risk,0
5084.56,8.38,0.0,0.0,Low Risk,0
553.65,5.3,0.0,0.0,Low Risk,0
2488.28,7.6,0.0,0.0,Low Risk,0
3450.73,15.59,0.0,0.0,Low Risk,0
3621.0,2.3,0.0,0.0,Low Risk,0
4393.64,0.06,0.0012195121951219512,0.12,Low Risk,0
1603.95,24.26,0.0,0.0,Low Risk,0
3379.84,20.24,0.0,0.0,Low Risk,0
4040.91,8.11,0.0,0.0,Low Risk,0
534.94,2.88,0.0,0.0,Low Risk,0
4503.47,3.59,0.0,0.0,Low Risk,0
3599.65,7.52,0.0,0.0,Low Risk,0
1074.94,16.46,0.0,0.0,Low Risk,0
2585.61,11.55,0.0,0.0,Low Risk,0
4250.22,9.79,0.0,0.0,Low Risk,0
2609.58,2.17,0.0,0.0,Low Risk,0
3624.11,2.24,0.0,0.0,Low Risk,0
3971.62,35.24,0.0,0.0,Low Risk,0
3026.48,23.66,0.0,0.0,Low Risk,0
4728.92,2.2,0.0,0.0,Low Risk,0
1884.68,7.85,0.0,0.0,Low Risk,0
3590.49,8.82,0.0,0.0,Low Risk,0
3492.39,11.34,0.0,0.0,Low Risk,0
1129.46,26.05,0.0,0.0,Low Risk,0
3402.21,0.09,0.0,0.0,Low Risk,0
1039.09,19.11,0.0,0.0,Low Risk,0
2192.86,4.29,0.0,0.0,Low Risk,0
1866.38,11.72,0.0,0.0,Low Risk,0
1198.46,14.32,0.0,0.0,Low Risk,0
3473.85,5.56,0.0,0.0,Low Risk,0
1806.62,5.51,0.0,0.0,Low Risk,0
1788.46,1.5,0.018538422024158372,1.85,Low Risk,0
1508.08,11.73,0.0,0.0,Low Risk,0
2019.46,13.76,0.0,0.0,Low Risk,0
1631.3,7.23,0.0,0.0,Low Risk,0
500.97,1.55,0.0,0.0,Low Risk,0
2134.35,4.47,0.0,0.0,Low Risk,0
915.18,0.59,0.0,0.0,Low Risk,0
2838.46,9.88,0.0,0.0,Low Risk,0
521.73,17.86,0.0,0.0,Low Risk,0
2038.26,3.66,0.0,0.0,Low Risk,0
2530.63,11.32,0.0,0.0,Low Risk,0
2637.85,18.78,0.0,0.0,Low Risk,0
3723.74,1.09,0.0023465703971119133,0.23,Low Risk,0
2372.32,7.46,0.0,0.0,Low Risk,0
3684.78,13.96,0.0,0.0,Low Risk,0
2206.3,0.78,0.0,0.0,Low Risk,0
4336.19,1.73,0.0,0.0,Low Risk,0
1326.91,0.51,0.0,0.0,Low Risk,0
3410.72,36.6,0.0,0.0,Low Risk,0
3160.71,30.53,0.0,0.0,Low Risk,0
